City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
347,krasnaya gora,52.9995,31.6023,44.94,90,100,16.58,RU,1649513603
348,sao felix do xingu,-6.6447,-51.995,79.99,90,98,1.05,BR,1649513603
349,aykhal,66.0,111.5,7.54,96,34,1.61,RU,1649513603
350,blagoyevo,63.3667,47.9167,41.38,98,100,12.55,RU,1649513603
351,tessalit,20.1986,1.0114,99.03,7,0,16.46,ML,1649513603
352,mackay,-21.15,149.2,77.68,85,65,17.92,AU,1649513604
353,makokou,0.5738,12.8642,80.02,82,90,4.83,GA,1649513604
354,suluq,31.6682,20.2521,75.74,22,82,9.73,LY,1649513604
355,mikhaylovka,50.06,43.2379,58.78,74,81,7.81,RU,1649513604
356,ballina,-28.8667,153.5667,66.02,99,79,7.65,AU,1649513604
357,dolores,-36.3132,-57.6792,71.83,68,16,7.05,AR,1649513604
358,shihezi,44.3,86.0333,66.13,33,99,5.14,CN,1649513604
359,zvishavane,-20.3267,30.0665,60.66,92,100,7.16,ZW,1649513604
360,saint-augustin,51.226,-58.6502,32.0,99,100,17.76,CA,1649513604
361,masyaf,35.0653,36.3406,66.16,53,0,8.77,SY,1649513605
